window,lookback,hold,gate,quality,cagr_net,cagr_gross,margin_net,vol,sharpe,max_dd,in_market,turnover_pct,cost_drag_pp,avg_n_held,n_rebal
full,3,top20pct,False,True,-5.256363033464795,-1.6657802965427515,-15.252771995801929,28.391739543067878,-0.18513705458206725,-88.37455280102837,94.08878504672897,77.34863542739993,3.6514071579049956,8.82843137254902,204
first_half,3,top20pct,False,True,-6.3581003214923,-2.9486904092280275,-18.977415304971778,27.163166281059542,-0.2340706622970425,-78.53698002123357,88.183092013078,74.36107976614663,3.5129973275378035,6.53921568627451,102
second_half,3,top20pct,False,True,-3.612616746112085,0.16032798319072228,-11.277277053636814,29.552017557112997,-0.12224602733570553,-70.63714788443605,99.11214953271028,79.84599501022186,3.766905325964953,11.117647058823529,102
full,3,top20pct,True,False,10.999374651203532,12.86360138718241,1.0029656888663983,16.034256786965717,0.685992172717662,-21.280819623606916,69.7429906542056,34.65805380616065,1.651751949314073,34.59803921568628,204
first_half,3,top20pct,True,False,10.08303565240194,11.833953695802624,-2.536279331077541,15.89103135477484,0.634511091652478,-21.280819623606916,64.03549743110696,32.83636453342629,1.565640832267523,24.715686274509803,102
second_half,3,top20pct,True,False,12.141020843668372,14.121597440514911,4.476360536143643,16.133042637583568,0.752556174083655,-17.975421685009696,74.57943925233644,36.43128205616268,1.7354967344186845,44.48039215686274,102
full,3,top20pct,True,True,1.3575946976231545,4.024127069590255,-8.638814264713979,20.00881513089835,0.06784982962467913,-64.14925015406129,65.77102803738318,54.001612163812105,2.56337875364554,5.8088235294117645,204
first_half,3,top20pct,True,True,-0.7737722549604698,1.5486856372518343,-13.39308723843995,22.17404701057844,-0.03489540067229635,-64.14925015406129,56.095282578234475,48.11016349001057,2.287038850023615,3.715686274509804,102
second_half,3,top20pct,True,True,4.106156172857656,7.122731870988841,-3.558504134667073,17.541532192878755,0.23408195633700746,-27.426828124999847,74.57943925233644,59.402864759182265,2.815999597325536,7.901960784313726,102
full,3,top10n,False,False,12.80622365833417,16.10192327888238,2.809814695997037,29.742432522596264,0.43057082330454577,-68.85938685213584,98.06074766355141,59.90353134900216,2.83862620658899,9.852941176470589,204
first_half,3,top10n,False,False,15.271759192623824,18.709522221638753,2.6524442091443436,28.157297497849505,0.5423730453460669,-49.0067045222162,96.12330686595048,61.128123601291286,2.8959454681288577,9.705882352941176,102
second_half,3,top10n,False,False,10.86282438971795,14.028987754712396,3.1981640821932213,31.19483902384162,0.3482250503493768,-68.85938685213586,99.11214953271028,58.57968709382023,2.7766302475693005,10.0,102
full,3,top10n,False,True,-1.7469995355470003,1.7312395171919848,-11.743408497884133,23.923156266247407,-0.07302546186231283,-73.35363604386662,94.08878504672897,72.34699784641609,3.4190471572414283,9.318627450980392,204
first_half,3,top10n,False,True,-2.1600016412916867,1.1079100924602514,-14.779316624771166,21.019454034973723,-0.10276202406103013,-63.57719239402139,88.183092013078,68.3256990065681,3.232102939091075,8.754901960784315,102
second_half,3,top10n,False,True,-0.7877022207421591,2.8990404057651853,-8.452362528266889,26.489903985167583,-0.02973594095256876,-65.58259992960798,99.11214953271028,75.87810060783269,3.5828736710947884,9.882352941176471,102
