cell,year,n_trades
3|15|time5d|2xATR,1988,1
3|15|time5d|2xATR,1989,8
3|15|time5d|2xATR,1990,3
3|15|time5d|2xATR,1991,8
3|15|time5d|2xATR,1992,10
3|15|time5d|2xATR,1993,15
3|15|time5d|2xATR,1994,6
3|15|time5d|2xATR,1995,31
3|15|time5d|2xATR,1996,45
3|15|time5d|2xATR,1997,63
3|15|time5d|2xATR,1998,67
3|15|time5d|2xATR,1999,86
3|15|time5d|2xATR,2000,66
3|15|time5d|2xATR,2002,10
3|15|time5d|2xATR,2003,107
3|15|time5d|2xATR,2004,147
3|15|time5d|2xATR,2005,225
3|15|time5d|2xATR,2006,182
3|15|time5d|2xATR,2007,230
3|15|time5d|2xATR,2009,124
3|15|time5d|2xATR,2010,163
3|15|time5d|2xATR,2011,222
3|15|time5d|2xATR,2012,273
3|20|close>5SMA|nostop,1982,2
3|20|close>5SMA|nostop,1983,5
3|20|close>5SMA|nostop,1985,3
3|20|close>5SMA|nostop,1986,1
3|20|close>5SMA|nostop,1987,11
3|20|close>5SMA|nostop,1988,1
3|20|close>5SMA|nostop,1989,10
3|20|close>5SMA|nostop,1990,4
3|20|close>5SMA|nostop,1991,12
3|20|close>5SMA|nostop,1992,16
3|20|close>5SMA|nostop,1993,25
3|20|close>5SMA|nostop,1994,15
3|20|close>5SMA|nostop,1995,52
3|20|close>5SMA|nostop,1996,82
3|20|close>5SMA|nostop,1997,127
3|20|close>5SMA|nostop,1998,124
3|20|close>5SMA|nostop,1999,151
3|20|close>5SMA|nostop,2000,122
3|20|close>5SMA|nostop,2002,16
3|20|close>5SMA|nostop,2003,212
3|20|close>5SMA|nostop,2004,267
3|20|close>5SMA|nostop,2005,389
3|20|close>5SMA|nostop,2006,338
3|20|close>5SMA|nostop,2007,395
3|20|close>5SMA|nostop,2009,248
3|20|close>5SMA|nostop,2010,326
3|20|close>5SMA|nostop,2011,400
3|20|close>5SMA|nostop,2012,508
3|20|close>5SMA|2xATR,1982,2
3|20|close>5SMA|2xATR,1983,5
3|20|close>5SMA|2xATR,1985,3
3|20|close>5SMA|2xATR,1986,1
3|20|close>5SMA|2xATR,1987,11
3|20|close>5SMA|2xATR,1988,2
3|20|close>5SMA|2xATR,1989,11
3|20|close>5SMA|2xATR,1990,4
3|20|close>5SMA|2xATR,1991,13
3|20|close>5SMA|2xATR,1992,17
3|20|close>5SMA|2xATR,1993,26
3|20|close>5SMA|2xATR,1994,15
3|20|close>5SMA|2xATR,1995,52
3|20|close>5SMA|2xATR,1996,84
3|20|close>5SMA|2xATR,1997,130
3|20|close>5SMA|2xATR,1998,129
3|20|close>5SMA|2xATR,1999,152
3|20|close>5SMA|2xATR,2000,122
3|20|close>5SMA|2xATR,2002,16
3|20|close>5SMA|2xATR,2003,214
3|20|close>5SMA|2xATR,2004,269
3|20|close>5SMA|2xATR,2005,391
3|20|close>5SMA|2xATR,2006,340
3|20|close>5SMA|2xATR,2007,406
3|20|close>5SMA|2xATR,2009,248
3|20|close>5SMA|2xATR,2010,330
3|20|close>5SMA|2xATR,2011,402
3|20|close>5SMA|2xATR,2012,515
3|20|RSI>65|nostop,1982,2
3|20|RSI>65|nostop,1983,5
3|20|RSI>65|nostop,1985,3
3|20|RSI>65|nostop,1986,1
3|20|RSI>65|nostop,1987,11
3|20|RSI>65|nostop,1988,1
3|20|RSI>65|nostop,1989,9
3|20|RSI>65|nostop,1990,4
3|20|RSI>65|nostop,1991,12
3|20|RSI>65|nostop,1992,15
3|20|RSI>65|nostop,1993,25
3|20|RSI>65|nostop,1994,15
3|20|RSI>65|nostop,1995,49
3|20|RSI>65|nostop,1996,79
3|20|RSI>65|nostop,1997,125
3|20|RSI>65|nostop,1998,118
3|20|RSI>65|nostop,1999,145
3|20|RSI>65|nostop,2000,121
3|20|RSI>65|nostop,2002,15
3|20|RSI>65|nostop,2003,209
3|20|RSI>65|nostop,2004,261
3|20|RSI>65|nostop,2005,365
3|20|RSI>65|nostop,2006,328
3|20|RSI>65|nostop,2007,384
3|20|RSI>65|nostop,2009,238
3|20|RSI>65|nostop,2010,313
3|20|RSI>65|nostop,2011,378
3|20|RSI>65|nostop,2012,491
3|20|RSI>65|2xATR,1982,2
3|20|RSI>65|2xATR,1983,5
3|20|RSI>65|2xATR,1985,3
3|20|RSI>65|2xATR,1986,1
3|20|RSI>65|2xATR,1987,11
3|20|RSI>65|2xATR,1988,2
3|20|RSI>65|2xATR,1989,10
3|20|RSI>65|2xATR,1990,4
3|20|RSI>65|2xATR,1991,13
3|20|RSI>65|2xATR,1992,16
3|20|RSI>65|2xATR,1993,26
3|20|RSI>65|2xATR,1994,15
3|20|RSI>65|2xATR,1995,50
3|20|RSI>65|2xATR,1996,81
3|20|RSI>65|2xATR,1997,129
3|20|RSI>65|2xATR,1998,125
3|20|RSI>65|2xATR,1999,146
3|20|RSI>65|2xATR,2000,121
3|20|RSI>65|2xATR,2002,15
3|20|RSI>65|2xATR,2003,211
3|20|RSI>65|2xATR,2004,264
3|20|RSI>65|2xATR,2005,368
3|20|RSI>65|2xATR,2006,330
3|20|RSI>65|2xATR,2007,396
3|20|RSI>65|2xATR,2009,238
3|20|RSI>65|2xATR,2010,317
3|20|RSI>65|2xATR,2011,380
3|20|RSI>65|2xATR,2012,499
3|20|RSI>70|nostop,1982,2
3|20|RSI>70|nostop,1983,5
3|20|RSI>70|nostop,1985,3
3|20|RSI>70|nostop,1986,1
3|20|RSI>70|nostop,1987,11
3|20|RSI>70|nostop,1988,1
3|20|RSI>70|nostop,1989,9
3|20|RSI>70|nostop,1990,4
3|20|RSI>70|nostop,1991,12
3|20|RSI>70|nostop,1992,15
3|20|RSI>70|nostop,1993,25
3|20|RSI>70|nostop,1994,14
3|20|RSI>70|nostop,1995,47
3|20|RSI>70|nostop,1996,79
3|20|RSI>70|nostop,1997,123
3|20|RSI>70|nostop,1998,115
3|20|RSI>70|nostop,1999,143
3|20|RSI>70|nostop,2000,119
3|20|RSI>70|nostop,2002,15
3|20|RSI>70|nostop,2003,206
3|20|RSI>70|nostop,2004,259
3|20|RSI>70|nostop,2005,357
3|20|RSI>70|nostop,2006,327
3|20|RSI>70|nostop,2007,377
3|20|RSI>70|nostop,2009,234
3|20|RSI>70|nostop,2010,308
3|20|RSI>70|nostop,2011,372
3|20|RSI>70|nostop,2012,487
3|20|RSI>70|2xATR,1982,2
3|20|RSI>70|2xATR,1983,5
3|20|RSI>70|2xATR,1985,3
3|20|RSI>70|2xATR,1986,1
3|20|RSI>70|2xATR,1987,11
3|20|RSI>70|2xATR,1988,2
3|20|RSI>70|2xATR,1989,10
3|20|RSI>70|2xATR,1990,4
3|20|RSI>70|2xATR,1991,13
3|20|RSI>70|2xATR,1992,16
3|20|RSI>70|2xATR,1993,26
3|20|RSI>70|2xATR,1994,14
3|20|RSI>70|2xATR,1995,48
3|20|RSI>70|2xATR,1996,81
3|20|RSI>70|2xATR,1997,127
3|20|RSI>70|2xATR,1998,122
3|20|RSI>70|2xATR,1999,144
3|20|RSI>70|2xATR,2000,119
3|20|RSI>70|2xATR,2002,15
3|20|RSI>70|2xATR,2003,208
3|20|RSI>70|2xATR,2004,262
3|20|RSI>70|2xATR,2005,360
3|20|RSI>70|2xATR,2006,329
3|20|RSI>70|2xATR,2007,390
3|20|RSI>70|2xATR,2009,234
3|20|RSI>70|2xATR,2010,312
3|20|RSI>70|2xATR,2011,374
3|20|RSI>70|2xATR,2012,495
3|20|time5d|nostop,1982,2
3|20|time5d|nostop,1983,5
3|20|time5d|nostop,1985,3
3|20|time5d|nostop,1986,1
3|20|time5d|nostop,1987,11
3|20|time5d|nostop,1988,2
3|20|time5d|nostop,1989,10
3|20|time5d|nostop,1990,4
3|20|time5d|nostop,1991,13
3|20|time5d|nostop,1992,17
3|20|time5d|nostop,1993,25
3|20|time5d|nostop,1994,15
3|20|time5d|nostop,1995,51
3|20|time5d|nostop,1996,82
3|20|time5d|nostop,1997,126
3|20|time5d|nostop,1998,121
3|20|time5d|nostop,1999,148
3|20|time5d|nostop,2000,122
3|20|time5d|nostop,2002,15
3|20|time5d|nostop,2003,212
3|20|time5d|nostop,2004,269
3|20|time5d|nostop,2005,382
3|20|time5d|nostop,2006,336
3|20|time5d|nostop,2007,396
3|20|time5d|nostop,2009,238
3|20|time5d|nostop,2010,323
3|20|time5d|nostop,2011,395
3|20|time5d|nostop,2012,504
3|20|time5d|2xATR,1982,2
3|20|time5d|2xATR,1983,5
3|20|time5d|2xATR,1985,3
3|20|time5d|2xATR,1986,1
3|20|time5d|2xATR,1987,11
3|20|time5d|2xATR,1988,2
3|20|time5d|2xATR,1989,11
3|20|time5d|2xATR,1990,4
3|20|time5d|2xATR,1991,13
3|20|time5d|2xATR,1992,17
3|20|time5d|2xATR,1993,26
3|20|time5d|2xATR,1994,15
3|20|time5d|2xATR,1995,51
3|20|time5d|2xATR,1996,83
3|20|time5d|2xATR,1997,129
3|20|time5d|2xATR,1998,126
3|20|time5d|2xATR,1999,149
3|20|time5d|2xATR,2000,122
3|20|time5d|2xATR,2002,15
3|20|time5d|2xATR,2003,213
3|20|time5d|2xATR,2004,271
3|20|time5d|2xATR,2005,384
3|20|time5d|2xATR,2006,337
3|20|time5d|2xATR,2007,405
3|20|time5d|2xATR,2009,238
3|20|time5d|2xATR,2010,326
3|20|time5d|2xATR,2011,396
3|20|time5d|2xATR,2012,511
4|5|close>5SMA|nostop,1992,1
4|5|close>5SMA|nostop,2010,2
4|5|close>5SMA|2xATR,1992,1
4|5|close>5SMA|2xATR,2010,2
4|5|RSI>65|nostop,1992,1
4|5|RSI>65|nostop,2010,2
4|5|RSI>65|2xATR,1992,1
4|5|RSI>65|2xATR,2010,2
4|5|RSI>70|nostop,1992,1
4|5|RSI>70|nostop,2010,2
4|5|RSI>70|2xATR,1992,1
4|5|RSI>70|2xATR,2010,2
4|5|time5d|nostop,1992,1
4|5|time5d|nostop,2010,2
4|5|time5d|2xATR,1992,1
4|5|time5d|2xATR,2010,2
4|10|close>5SMA|nostop,1991,1
4|10|close>5SMA|nostop,1992,3
4|10|close>5SMA|nostop,1995,1
4|10|close>5SMA|nostop,1996,1
4|10|close>5SMA|nostop,1997,3
4|10|close>5SMA|nostop,1998,6
4|10|close>5SMA|nostop,1999,3
4|10|close>5SMA|nostop,2000,2
4|10|close>5SMA|nostop,2003,3
4|10|close>5SMA|nostop,2004,4
4|10|close>5SMA|nostop,2005,6
4|10|close>5SMA|nostop,2006,9
4|10|close>5SMA|nostop,2007,17
4|10|close>5SMA|nostop,2009,2
4|10|close>5SMA|nostop,2010,6
4|10|close>5SMA|nostop,2011,2
4|10|close>5SMA|nostop,2012,11
4|10|close>5SMA|2xATR,1991,1
4|10|close>5SMA|2xATR,1992,3
4|10|close>5SMA|2xATR,1995,1
4|10|close>5SMA|2xATR,1996,1
4|10|close>5SMA|2xATR,1997,3
4|10|close>5SMA|2xATR,1998,6
4|10|close>5SMA|2xATR,1999,3
4|10|close>5SMA|2xATR,2000,2
4|10|close>5SMA|2xATR,2003,3
4|10|close>5SMA|2xATR,2004,4
4|10|close>5SMA|2xATR,2005,6
4|10|close>5SMA|2xATR,2006,9
4|10|close>5SMA|2xATR,2007,17
4|10|close>5SMA|2xATR,2009,2
4|10|close>5SMA|2xATR,2010,6
4|10|close>5SMA|2xATR,2011,2
4|10|close>5SMA|2xATR,2012,11
4|10|RSI>65|nostop,1991,1
4|10|RSI>65|nostop,1992,3
4|10|RSI>65|nostop,1995,1
4|10|RSI>65|nostop,1996,1
4|10|RSI>65|nostop,1997,3
4|10|RSI>65|nostop,1998,6
4|10|RSI>65|nostop,1999,3
4|10|RSI>65|nostop,2000,2
4|10|RSI>65|nostop,2003,3
4|10|RSI>65|nostop,2004,4
4|10|RSI>65|nostop,2005,6
4|10|RSI>65|nostop,2006,9
4|10|RSI>65|nostop,2007,17
4|10|RSI>65|nostop,2009,2
4|10|RSI>65|nostop,2010,6
4|10|RSI>65|nostop,2011,2
4|10|RSI>65|nostop,2012,11
4|10|RSI>65|2xATR,1991,1
4|10|RSI>65|2xATR,1992,3
4|10|RSI>65|2xATR,1995,1
4|10|RSI>65|2xATR,1996,1
4|10|RSI>65|2xATR,1997,3
4|10|RSI>65|2xATR,1998,6
4|10|RSI>65|2xATR,1999,3
4|10|RSI>65|2xATR,2000,2
4|10|RSI>65|2xATR,2003,3
4|10|RSI>65|2xATR,2004,4
4|10|RSI>65|2xATR,2005,6
4|10|RSI>65|2xATR,2006,9
4|10|RSI>65|2xATR,2007,17
4|10|RSI>65|2xATR,2009,2
4|10|RSI>65|2xATR,2010,6
4|10|RSI>65|2xATR,2011,2
4|10|RSI>65|2xATR,2012,11
4|10|RSI>70|nostop,1991,1
4|10|RSI>70|nostop,1992,3
4|10|RSI>70|nostop,1995,1
4|10|RSI>70|nostop,1996,1
4|10|RSI>70|nostop,1997,3
4|10|RSI>70|nostop,1998,6
4|10|RSI>70|nostop,1999,3
4|10|RSI>70|nostop,2000,2
4|10|RSI>70|nostop,2003,3
4|10|RSI>70|nostop,2004,4
4|10|RSI>70|nostop,2005,6
4|10|RSI>70|nostop,2006,9
4|10|RSI>70|nostop,2007,17
4|10|RSI>70|nostop,2009,2
4|10|RSI>70|nostop,2010,6
4|10|RSI>70|nostop,2011,2
4|10|RSI>70|nostop,2012,11
4|10|RSI>70|2xATR,1991,1
4|10|RSI>70|2xATR,1992,3
4|10|RSI>70|2xATR,1995,1
4|10|RSI>70|2xATR,1996,1
4|10|RSI>70|2xATR,1997,3
4|10|RSI>70|2xATR,1998,6
4|10|RSI>70|2xATR,1999,3
4|10|RSI>70|2xATR,2000,2
4|10|RSI>70|2xATR,2003,3
4|10|RSI>70|2xATR,2004,4
4|10|RSI>70|2xATR,2005,6
4|10|RSI>70|2xATR,2006,9
4|10|RSI>70|2xATR,2007,17
4|10|RSI>70|2xATR,2009,2
4|10|RSI>70|2xATR,2010,6
4|10|RSI>70|2xATR,2011,2
4|10|RSI>70|2xATR,2012,11
4|10|time5d|nostop,1991,1
4|10|time5d|nostop,1992,3
4|10|time5d|nostop,1995,1
4|10|time5d|nostop,1996,1
4|10|time5d|nostop,1997,3
4|10|time5d|nostop,1998,6
4|10|time5d|nostop,1999,3
4|10|time5d|nostop,2000,2
4|10|time5d|nostop,2003,3
4|10|time5d|nostop,2004,4
4|10|time5d|nostop,2005,6
4|10|time5d|nostop,2006,9
4|10|time5d|nostop,2007,17
4|10|time5d|nostop,2009,2
4|10|time5d|nostop,2010,6
4|10|time5d|nostop,2011,2
4|10|time5d|nostop,2012,11
4|10|time5d|2xATR,1991,1
4|10|time5d|2xATR,1992,3
4|10|time5d|2xATR,1995,1
4|10|time5d|2xATR,1996,1
4|10|time5d|2xATR,1997,3
4|10|time5d|2xATR,1998,6
4|10|time5d|2xATR,1999,3
4|10|time5d|2xATR,2000,2
4|10|time5d|2xATR,2003,3
4|10|time5d|2xATR,2004,4
4|10|time5d|2xATR,2005,6
4|10|time5d|2xATR,2006,9
4|10|time5d|2xATR,2007,17
4|10|time5d|2xATR,2009,2
4|10|time5d|2xATR,2010,6
4|10|time5d|2xATR,2011,2
4|10|time5d|2xATR,2012,11
4|15|close>5SMA|nostop,1983,2
4|15|close>5SMA|nostop,1986,1
4|15|close>5SMA|nostop,1987,1
4|15|close>5SMA|nostop,1988,1
4|15|close>5SMA|nostop,1989,2
4|15|close>5SMA|nostop,1990,2
4|15|close>5SMA|nostop,1991,2
4|15|close>5SMA|nostop,1992,3
4|15|close>5SMA|nostop,1993,5
4|15|close>5SMA|nostop,1995,6
4|15|close>5SMA|nostop,1996,11
4|15|close>5SMA|nostop,1997,13
4|15|close>5SMA|nostop,1998,19
4|15|close>5SMA|nostop,1999,18
4|15|close>5SMA|nostop,2000,14
4|15|close>5SMA|nostop,2002,1
4|15|close>5SMA|nostop,2003,32
4|15|close>5SMA|nostop,2004,35
4|15|close>5SMA|nostop,2005,56
4|15|close>5SMA|nostop,2006,55
4|15|close>5SMA|nostop,2007,64
4|15|close>5SMA|nostop,2009,17
4|15|close>5SMA|nostop,2010,30
4|15|close>5SMA|nostop,2011,48
4|15|close>5SMA|nostop,2012,79
4|15|close>5SMA|2xATR,1983,2
4|15|close>5SMA|2xATR,1986,1
4|15|close>5SMA|2xATR,1987,1
4|15|close>5SMA|2xATR,1988,1
4|15|close>5SMA|2xATR,1989,2
4|15|close>5SMA|2xATR,1990,2
4|15|close>5SMA|2xATR,1991,2
4|15|close>5SMA|2xATR,1992,4
4|15|close>5SMA|2xATR,1993,5
4|15|close>5SMA|2xATR,1995,6
4|15|close>5SMA|2xATR,1996,11
4|15|close>5SMA|2xATR,1997,13
4|15|close>5SMA|2xATR,1998,19
4|15|close>5SMA|2xATR,1999,18
4|15|close>5SMA|2xATR,2000,14
4|15|close>5SMA|2xATR,2002,1
4|15|close>5SMA|2xATR,2003,32
4|15|close>5SMA|2xATR,2004,35
4|15|close>5SMA|2xATR,2005,56
4|15|close>5SMA|2xATR,2006,55
4|15|close>5SMA|2xATR,2007,64
4|15|close>5SMA|2xATR,2009,17
4|15|close>5SMA|2xATR,2010,31
4|15|close>5SMA|2xATR,2011,48
4|15|close>5SMA|2xATR,2012,79
4|15|RSI>65|nostop,1983,2
4|15|RSI>65|nostop,1986,1
4|15|RSI>65|nostop,1987,1
4|15|RSI>65|nostop,1988,1
4|15|RSI>65|nostop,1989,2
4|15|RSI>65|nostop,1990,2
4|15|RSI>65|nostop,1991,2
4|15|RSI>65|nostop,1992,3
4|15|RSI>65|nostop,1993,5
4|15|RSI>65|nostop,1995,6
4|15|RSI>65|nostop,1996,11
4|15|RSI>65|nostop,1997,13
4|15|RSI>65|nostop,1998,19
4|15|RSI>65|nostop,1999,18
4|15|RSI>65|nostop,2000,14
4|15|RSI>65|nostop,2002,1
4|15|RSI>65|nostop,2003,32
4|15|RSI>65|nostop,2004,35
4|15|RSI>65|nostop,2005,55
4|15|RSI>65|nostop,2006,55
4|15|RSI>65|nostop,2007,63
4|15|RSI>65|nostop,2009,17
4|15|RSI>65|nostop,2010,30
4|15|RSI>65|nostop,2011,48
4|15|RSI>65|nostop,2012,79
4|15|RSI>65|2xATR,1983,2
4|15|RSI>65|2xATR,1986,1
4|15|RSI>65|2xATR,1987,1
4|15|RSI>65|2xATR,1988,1
4|15|RSI>65|2xATR,1989,2
4|15|RSI>65|2xATR,1990,2
4|15|RSI>65|2xATR,1991,2
4|15|RSI>65|2xATR,1992,4
4|15|RSI>65|2xATR,1993,5
4|15|RSI>65|2xATR,1995,6
4|15|RSI>65|2xATR,1996,11
4|15|RSI>65|2xATR,1997,13
4|15|RSI>65|2xATR,1998,19
4|15|RSI>65|2xATR,1999,18
4|15|RSI>65|2xATR,2000,14
4|15|RSI>65|2xATR,2002,1
4|15|RSI>65|2xATR,2003,32
4|15|RSI>65|2xATR,2004,35
4|15|RSI>65|2xATR,2005,55
4|15|RSI>65|2xATR,2006,55
4|15|RSI>65|2xATR,2007,63
4|15|RSI>65|2xATR,2009,17
4|15|RSI>65|2xATR,2010,31
4|15|RSI>65|2xATR,2011,48
4|15|RSI>65|2xATR,2012,79
4|15|RSI>70|nostop,1983,2
4|15|RSI>70|nostop,1986,1
4|15|RSI>70|nostop,1987,1
4|15|RSI>70|nostop,1988,1
4|15|RSI>70|nostop,1989,2
4|15|RSI>70|nostop,1990,2
4|15|RSI>70|nostop,1991,2
4|15|RSI>70|nostop,1992,3
4|15|RSI>70|nostop,1993,5
4|15|RSI>70|nostop,1995,6
4|15|RSI>70|nostop,1996,11
4|15|RSI>70|nostop,1997,13
4|15|RSI>70|nostop,1998,19
4|15|RSI>70|nostop,1999,18
4|15|RSI>70|nostop,2000,14
4|15|RSI>70|nostop,2002,1
4|15|RSI>70|nostop,2003,32
4|15|RSI>70|nostop,2004,35
4|15|RSI>70|nostop,2005,55
4|15|RSI>70|nostop,2006,55
4|15|RSI>70|nostop,2007,63
4|15|RSI>70|nostop,2009,17
4|15|RSI>70|nostop,2010,30
4|15|RSI>70|nostop,2011,48
4|15|RSI>70|nostop,2012,79
4|15|RSI>70|2xATR,1983,2
4|15|RSI>70|2xATR,1986,1
4|15|RSI>70|2xATR,1987,1
4|15|RSI>70|2xATR,1988,1
4|15|RSI>70|2xATR,1989,2
4|15|RSI>70|2xATR,1990,2
4|15|RSI>70|2xATR,1991,2
4|15|RSI>70|2xATR,1992,4
4|15|RSI>70|2xATR,1993,5
4|15|RSI>70|2xATR,1995,6
4|15|RSI>70|2xATR,1996,11
4|15|RSI>70|2xATR,1997,13
4|15|RSI>70|2xATR,1998,19
4|15|RSI>70|2xATR,1999,18
4|15|RSI>70|2xATR,2000,14
4|15|RSI>70|2xATR,2002,1
4|15|RSI>70|2xATR,2003,32
4|15|RSI>70|2xATR,2004,35
4|15|RSI>70|2xATR,2005,55
4|15|RSI>70|2xATR,2006,55
4|15|RSI>70|2xATR,2007,63
4|15|RSI>70|2xATR,2009,17
4|15|RSI>70|2xATR,2010,31
4|15|RSI>70|2xATR,2011,48
4|15|RSI>70|2xATR,2012,79
4|15|time5d|nostop,1983,2
4|15|time5d|nostop,1986,1
4|15|time5d|nostop,1987,1
4|15|time5d|nostop,1988,1
4|15|time5d|nostop,1989,2
4|15|time5d|nostop,1990,2
4|15|time5d|nostop,1991,2
4|15|time5d|nostop,1992,3
4|15|time5d|nostop,1993,5
4|15|time5d|nostop,1995,6
4|15|time5d|nostop,1996,11
4|15|time5d|nostop,1997,13
4|15|time5d|nostop,1998,19
4|15|time5d|nostop,1999,18
4|15|time5d|nostop,2000,14
4|15|time5d|nostop,2002,1
4|15|time5d|nostop,2003,32
4|15|time5d|nostop,2004,35
4|15|time5d|nostop,2005,55
4|15|time5d|nostop,2006,55
4|15|time5d|nostop,2007,64
4|15|time5d|nostop,2009,17
4|15|time5d|nostop,2010,30
4|15|time5d|nostop,2011,48
4|15|time5d|nostop,2012,79
4|15|time5d|2xATR,1983,2
4|15|time5d|2xATR,1986,1
4|15|time5d|2xATR,1987,1
4|15|time5d|2xATR,1988,1
4|15|time5d|2xATR,1989,2
4|15|time5d|2xATR,1990,2
4|15|time5d|2xATR,1991,2
4|15|time5d|2xATR,1992,4
4|15|time5d|2xATR,1993,5
4|15|time5d|2xATR,1995,6
4|15|time5d|2xATR,1996,11
4|15|time5d|2xATR,1997,13
4|15|time5d|2xATR,1998,19
4|15|time5d|2xATR,1999,18
4|15|time5d|2xATR,2000,14
4|15|time5d|2xATR,2002,1
4|15|time5d|2xATR,2003,32
4|15|time5d|2xATR,2004,35
4|15|time5d|2xATR,2005,55
4|15|time5d|2xATR,2006,55
4|15|time5d|2xATR,2007,64
4|15|time5d|2xATR,2009,17
4|15|time5d|2xATR,2010,31
4|15|time5d|2xATR,2011,48
4|15|time5d|2xATR,2012,79
4|20|close>5SMA|nostop,1983,3
4|20|close>5SMA|nostop,1985,2
4|20|close>5SMA|nostop,1986,1
4|20|close>5SMA|nostop,1987,3
4|20|close>5SMA|nostop,1988,1
4|20|close>5SMA|nostop,1989,6
4|20|close>5SMA|nostop,1990,2
4|20|close>5SMA|nostop,1991,6
4|20|close>5SMA|nostop,1992,5
4|20|close>5SMA|nostop,1993,11
4|20|close>5SMA|nostop,1994,1
4|20|close>5SMA|nostop,1995,21
4|20|close>5SMA|nostop,1996,26
4|20|close>5SMA|nostop,1997,41
4|20|close>5SMA|nostop,1998,52
4|20|close>5SMA|nostop,1999,64
4|20|close>5SMA|nostop,2000,48
4|20|close>5SMA|nostop,2002,4
4|20|close>5SMA|nostop,2003,82
4|20|close>5SMA|nostop,2004,94
4|20|close>5SMA|nostop,2005,159
4|20|close>5SMA|nostop,2006,137
4|20|close>5SMA|nostop,2007,156
4|20|close>5SMA|nostop,2009,77
4|20|close>5SMA|nostop,2010,101
4|20|close>5SMA|nostop,2011,159
4|20|close>5SMA|nostop,2012,181
4|20|close>5SMA|2xATR,1983,3
4|20|close>5SMA|2xATR,1985,2
4|20|close>5SMA|2xATR,1986,1
4|20|close>5SMA|2xATR,1987,3
4|20|close>5SMA|2xATR,1988,1
4|20|close>5SMA|2xATR,1989,6
4|20|close>5SMA|2xATR,1990,2
4|20|close>5SMA|2xATR,1991,6
4|20|close>5SMA|2xATR,1992,6
4|20|close>5SMA|2xATR,1993,11
4|20|close>5SMA|2xATR,1994,1
4|20|close>5SMA|2xATR,1995,21
4|20|close>5SMA|2xATR,1996,26
4|20|close>5SMA|2xATR,1997,41
4|20|close>5SMA|2xATR,1998,53
4|20|close>5SMA|2xATR,1999,64
4|20|close>5SMA|2xATR,2000,48
4|20|close>5SMA|2xATR,2002,4
4|20|close>5SMA|2xATR,2003,82
4|20|close>5SMA|2xATR,2004,94
4|20|close>5SMA|2xATR,2005,160
4|20|close>5SMA|2xATR,2006,138
4|20|close>5SMA|2xATR,2007,156
4|20|close>5SMA|2xATR,2009,77
4|20|close>5SMA|2xATR,2010,102
4|20|close>5SMA|2xATR,2011,160
4|20|close>5SMA|2xATR,2012,182
4|20|RSI>65|nostop,1983,3
4|20|RSI>65|nostop,1985,2
4|20|RSI>65|nostop,1986,1
4|20|RSI>65|nostop,1987,3
4|20|RSI>65|nostop,1988,1
4|20|RSI>65|nostop,1989,6
4|20|RSI>65|nostop,1990,2
4|20|RSI>65|nostop,1991,6
4|20|RSI>65|nostop,1992,5
4|20|RSI>65|nostop,1993,11
4|20|RSI>65|nostop,1994,1
4|20|RSI>65|nostop,1995,21
4|20|RSI>65|nostop,1996,26
4|20|RSI>65|nostop,1997,41
4|20|RSI>65|nostop,1998,51
4|20|RSI>65|nostop,1999,63
4|20|RSI>65|nostop,2000,48
4|20|RSI>65|nostop,2002,4
4|20|RSI>65|nostop,2003,82
4|20|RSI>65|nostop,2004,92
4|20|RSI>65|nostop,2005,153
4|20|RSI>65|nostop,2006,136
4|20|RSI>65|nostop,2007,154
4|20|RSI>65|nostop,2009,77
4|20|RSI>65|nostop,2010,99
4|20|RSI>65|nostop,2011,155
4|20|RSI>65|nostop,2012,180
4|20|RSI>65|2xATR,1983,3
4|20|RSI>65|2xATR,1985,2
4|20|RSI>65|2xATR,1986,1
4|20|RSI>65|2xATR,1987,3
4|20|RSI>65|2xATR,1988,1
4|20|RSI>65|2xATR,1989,6
4|20|RSI>65|2xATR,1990,2
4|20|RSI>65|2xATR,1991,6
4|20|RSI>65|2xATR,1992,6
4|20|RSI>65|2xATR,1993,11
4|20|RSI>65|2xATR,1994,1
4|20|RSI>65|2xATR,1995,21
4|20|RSI>65|2xATR,1996,26
4|20|RSI>65|2xATR,1997,41
4|20|RSI>65|2xATR,1998,52
4|20|RSI>65|2xATR,1999,63
4|20|RSI>65|2xATR,2000,48
4|20|RSI>65|2xATR,2002,4
4|20|RSI>65|2xATR,2003,82
4|20|RSI>65|2xATR,2004,92
4|20|RSI>65|2xATR,2005,155
4|20|RSI>65|2xATR,2006,137
4|20|RSI>65|2xATR,2007,154
4|20|RSI>65|2xATR,2009,77
4|20|RSI>65|2xATR,2010,100
4|20|RSI>65|2xATR,2011,156
4|20|RSI>65|2xATR,2012,181
4|20|RSI>70|nostop,1983,3
4|20|RSI>70|nostop,1985,2
4|20|RSI>70|nostop,1986,1
4|20|RSI>70|nostop,1987,3
4|20|RSI>70|nostop,1988,1
4|20|RSI>70|nostop,1989,6
4|20|RSI>70|nostop,1990,2
4|20|RSI>70|nostop,1991,6
4|20|RSI>70|nostop,1992,5
4|20|RSI>70|nostop,1993,11
4|20|RSI>70|nostop,1994,1
4|20|RSI>70|nostop,1995,21
4|20|RSI>70|nostop,1996,26
4|20|RSI>70|nostop,1997,40
4|20|RSI>70|nostop,1998,51
4|20|RSI>70|nostop,1999,62
4|20|RSI>70|nostop,2000,48
